DTC,DTD,Time,Val,Unit,Year
HQ0,MANUAL-Observed Discharge,2021-01-18 08:00:00,2.528,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-19 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-20 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-21 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-22 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-23 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-24 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-25 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-26 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-27 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-28 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-29 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-30 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-01-31 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-07 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-08 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-09 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-10 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-11 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-12 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-13 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-14 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-15 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-16 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-17 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-18 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-19 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-20 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-21 08:00:00,1.985,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-22 08:00:00,2.528,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-23 08:00:00,2.528,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-24 08:00:00,2.528,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-25 08:00:00,2.528,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-26 08:00:00,2.528,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-27 08:00:00,3.291,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-28 08:00:00,3.291,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-29 08:00:00,3.291,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-30 08:00:00,3.291,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-08-31 08:00:00,7.288,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-01 08:00:00,7.288,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-02 08:00:00,7.288,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-03 08:00:00,7.288,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-04 08:00:00,7.288,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-05 08:00:00,7.288,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-06 08:00:00,7.288,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-07 08:00:00,13.867,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-08 08:00:00,13.867,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-09 08:00:00,13.867,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-10 08:00:00,13.867,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-11 08:00:00,13.867,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-12 08:00:00,13.867,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-13 08:00:00,7.288,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-14 08:00:00,7.288,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-15 08:00:00,7.288,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-16 08:00:00,13.867,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-17 08:00:00,13.867,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-18 08:00:00,13.867,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-19 08:00:00,13.867,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-20 08:00:00,21.2,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-21 08:00:00,21.2,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-22 08:00:00,21.2,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-23 08:00:00,31.353,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-24 08:00:00,31.353,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-25 08:00:00,31.353,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-26 08:00:00,31.353,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-27 08:00:00,31.353,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-28 08:00:00,31.353,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-29 08:00:00,62.425,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-09-30 08:00:00,62.425,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-01 08:00:00,62.425,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-02 08:00:00,62.425,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-03 08:00:00,62.425,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-04 08:00:00,62.425,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-05 08:00:00,62.425,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-06 08:00:00,83.917,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-07 08:00:00,83.917,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-08 08:00:00,83.917,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-09 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-10 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-11 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-12 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-13 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-14 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-15 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-16 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-17 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-18 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-19 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-20 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-21 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-22 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-23 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-24 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-25 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-26 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-27 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-28 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-29 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-30 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-10-31 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-01 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-02 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-03 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-04 08:00:00,183.93,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-05 08:00:00,183.93,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-06 08:00:00,183.93,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-07 08:00:00,183.93,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-08 08:00:00,183.93,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-09 08:00:00,183.93,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-10 08:00:00,183.93,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-11 08:00:00,183.93,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-12 08:00:00,183.93,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-13 08:00:00,183.93,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-14 08:00:00,183.93,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-15 08:00:00,183.93,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-16 08:00:00,224.284,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-17 08:00:00,224.284,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-18 08:00:00,224.284,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-19 08:00:00,224.284,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-20 08:00:00,224.284,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-21 08:00:00,224.284,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-22 08:00:00,224.284,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-23 08:00:00,224.284,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-24 08:00:00,224.284,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-25 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-26 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-27 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-28 08:00:00,144.958,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-29 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-11-30 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-01 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-02 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-03 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-04 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-05 08:00:00,110.803,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-06 08:00:00,62.425,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-07 08:00:00,62.425,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-08 08:00:00,31.353,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-09 08:00:00,21.2,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-10 08:00:00,13.867,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-11 08:00:00,4.911,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-12 08:00:00,3.291,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-13 08:00:00,2.528,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-14 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-15 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-16 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-17 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-18 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2021-12-19 08:00:00,0.052,m3/sec,2021
HQ0,MANUAL-Observed Discharge,2022-09-08 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-09 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-10 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-11 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-12 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-13 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-14 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-15 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-16 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-17 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-18 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-19 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-20 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-21 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-22 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-23 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-24 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-25 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-26 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-27 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-28 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-29 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-09-30 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-01 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-02 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-03 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-04 08:00:00,2.528,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-05 08:00:00,2.528,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-06 08:00:00,2.528,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-07 08:00:00,2.528,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-08 08:00:00,2.528,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-09 08:00:00,2.528,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-10 08:00:00,2.528,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-11 08:00:00,2.528,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-12 08:00:00,2.528,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-13 08:00:00,2.528,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-14 08:00:00,2.528,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-15 08:00:00,3.291,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-16 08:00:00,3.291,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-17 08:00:00,3.291,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-18 08:00:00,3.291,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-19 08:00:00,3.291,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-20 08:00:00,3.291,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-21 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-22 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-23 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-24 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-25 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-26 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-27 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-28 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-29 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-30 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-10-31 08:00:00,13.867,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-01 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-02 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-03 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-04 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-05 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-06 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-07 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-08 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-09 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-10 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-11 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-12 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-13 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-14 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-15 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-16 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-17 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-18 08:00:00,21.2,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-19 08:00:00,13.867,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-20 08:00:00,13.867,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-21 08:00:00,13.867,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-22 08:00:00,13.867,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-23 08:00:00,13.867,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-24 08:00:00,13.867,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-25 08:00:00,13.867,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-26 08:00:00,13.867,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-27 08:00:00,13.867,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-28 08:00:00,13.867,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-29 08:00:00,13.867,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-11-30 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-01 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-02 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-03 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-04 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-05 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-06 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-07 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-08 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-09 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-10 08:00:00,7.288,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-11 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-12 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-13 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-14 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-15 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-16 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-17 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-18 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-19 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-20 08:00:00,4.911,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-21 08:00:00,3.291,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-22 08:00:00,3.291,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-23 08:00:00,3.291,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-24 08:00:00,3.291,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-25 08:00:00,3.291,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-26 08:00:00,3.291,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-27 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-28 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-29 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-30 08:00:00,1.985,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2022-12-31 08:00:00,0.052,m3/sec,2022
HQ0,MANUAL-Observed Discharge,2023-01-01 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-02 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-03 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-04 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-05 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-06 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-07 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-08 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-09 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-10 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-11 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-12 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-13 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-14 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-15 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-16 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-17 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-18 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-01-19 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-08 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-09 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-10 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-11 08:00:00,0.052,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-12 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-13 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-14 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-15 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-16 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-17 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-18 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-19 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-20 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-21 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-22 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-23 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-24 08:00:00,1.985,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-25 08:00:00,2.528,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-26 08:00:00,2.528,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-27 08:00:00,2.528,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-28 08:00:00,2.528,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-29 08:00:00,2.528,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-09-30 08:00:00,3.291,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-10-01 08:00:00,3.291,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-10-02 08:00:00,2.528,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-10-03 08:00:00,2.528,m3/sec,2023
HQ0,MANUAL-Observed Discharge,2023-10-04 08:00:00,2.528,m3/sec,2023
